hour,phase,price_eur_mwh
297,pretrain,110.13821824072207
298,pretrain,103.35056344160678
299,pretrain,122.72561297877333
300,pretrain,134.84045351256907
301,pretrain,107.83075786973134
302,pretrain,124.31496181102095
303,pretrain,110.48533310630924
304,pretrain,107.03105703262482
305,pretrain,92.58657793139207
306,pretrain,91.34600242040858
307,pretrain,97.4338943390792
308,pretrain,85.18289373515726
309,pretrain,88.78826155049838
310,pretrain,80.0582610088973
311,pretrain,71.45434792088736
312,pretrain,80.89042818512922
313,pretrain,71.37089993588843
314,pretrain,77.18017148798351
315,pretrain,72.47450125547245
316,pretrain,80.97131850266054
317,pretrain,81.37144717161661
318,pretrain,101.85562345254571
319,pretrain,91.50063720863602
320,pretrain,113.69775471512818
321,pretrain,111.5056266077824
322,pretrain,126.69161462570528
323,pretrain,126.02590119544179
324,pretrain,135.5041212369613
325,pretrain,125.86514681470088
326,pretrain,104.74531583274081
327,pretrain,112.49520968463807
328,pretrain,98.06289443502837
329,pretrain,96.78082745462476
330,pretrain,106.02877944200067
331,pretrain,92.0511082452004
332,pretrain,74.84750854715693
333,pretrain,66.73732995222691
334,pretrain,70.81852281661713
335,pretrain,58.12647347093302
336,pretrain,68.90837907790112
337,pretrain,77.79580228081166
338,pretrain,87.53923547239418
339,pretrain,87.93438963927287
340,pretrain,70.94718522828897
341,pretrain,98.94786377624021
342,pretrain,104.85376988293439
343,pretrain,115.35319493313092
344,pretrain,132.20717875028342
345,pretrain,108.98479851823225
346,pretrain,125.52943600907808
347,pretrain,137.98252666809265
348,pretrain,121.62474610144223
349,pretrain,145.06286847017387
350,pretrain,133.2051163122122
351,pretrain,132.26337661941741
352,pretrain,114.7099520048994
353,pretrain,118.55218216987906
354,pretrain,112.82527374498608
355,pretrain,98.37595410509547
356,pretrain,91.15270843866334
357,pretrain,85.22704377573115
358,pretrain,71.38997706562556
359,pretrain,74.11949706647889
360,pretrain,72.95101508051306
361,pretrain,78.26057146628786
362,pretrain,86.18902720188113
363,pretrain,74.48970324870822
364,pretrain,88.1711230975753
365,pretrain,108.2582683683281
366,pretrain,98.22248950963142
367,pretrain,105.357766554885
368,pretrain,120.78964487478147
369,pretrain,132.1394802996109
370,pretrain,130.24336589815036
371,pretrain,143.7806548522999
372,pretrain,141.02554720066414
373,pretrain,139.8835306639245
374,pretrain,134.58488946425783
375,pretrain,144.00562357849702
376,pretrain,117.52990182920358
377,pretrain,95.90758835667546
378,pretrain,117.00523023226906
379,pretrain,92.74502853940172
380,pretrain,90.03423889487622
381,pretrain,93.43439738341975
382,pretrain,65.37235689812738
383,pretrain,65.18024283861078
384,pretrain,61.24750343940289
385,pretrain,68.72686182747827
386,pretrain,81.5940576709565
387,pretrain,87.03802624325945
388,pretrain,91.26792037098215
389,pretrain,84.99102851213917
390,pretrain,85.57689944329256
391,pretrain,112.2571269725524
392,pretrain,115.28351866724704
393,pretrain,128.94601654568305
394,pretrain,135.65411805965707
395,pretrain,134.14143318149522
396,pretrain,140.13879161936057
397,pretrain,134.8691927179463
398,pretrain,134.27900669469864
399,pretrain,119.63354426899109
400,pretrain,117.62083562570204
401,pretrain,113.396507062685
402,pretrain,110.62195473969307
403,pretrain,93.14322620548151
404,pretrain,93.22706498221063
405,pretrain,80.71781316543428
406,pretrain,77.13662748419553
407,pretrain,81.71610448387425
408,pretrain,57.99264674044274
409,pretrain,64.58757629560584
410,pretrain,66.09888441580026
411,pretrain,64.05499731449312
412,pretrain,83.51101418763457
413,pretrain,102.16802955362229
414,pretrain,101.6580571778154
415,pretrain,113.28402171748643
416,pretrain,127.65086968256233
417,pretrain,135.77182220261395
418,pretrain,129.36478834460002
419,pretrain,143.74359161410322
420,pretrain,134.67414297634883
421,pretrain,126.21571870692834
422,pretrain,125.16268900481926
423,pretrain,113.30604104395228
424,pretrain,111.83205887900677
425,pretrain,108.83756755735618
426,pretrain,110.3658098639048
427,pretrain,109.93871700512824
428,pretrain,77.87967758585968
429,pretrain,85.86654601935892
430,pretrain,69.63201608208254
431,pretrain,78.75693162790955
432,pretrain,72.76074618775813
433,pretrain,60.18441799780764
434,pretrain,85.25505321227465
435,pretrain,77.75623025519366
436,pretrain,84.5382374862715
437,pretrain,87.4868487498668
438,pretrain,98.57517317975949
439,pretrain,114.9971342718949
440,pretrain,117.2954846657687
441,pretrain,127.65193884711621
442,pretrain,132.68557633822385
443,pretrain,143.3525074261573
444,pretrain,131.0671501863449
445,pretrain,120.97235164716612
446,pretrain,138.32798083936896
447,pretrain,122.37073745207833
448,pretrain,127.72617894987896
449,pretrain,114.64102765179533
450,pretrain,102.76033915163318
451,pretrain,98.83507519255467
452,pretrain,104.41753987427035
453,pretrain,99.21208019009354
454,pretrain,78.38372636078901
455,pretrain,76.11318935112449
456,pretrain,74.91714570394278
457,pretrain,60.461938872268085
458,pretrain,72.5891015229779
459,pretrain,74.00843856854407
460,pretrain,82.31849013587212
461,pretrain,79.6521597788484
462,pretrain,80.59068449773994
463,pretrain,83.71147117404942
464,pretrain,97.86815154029483
465,pretrain,108.72970525673381
466,pretrain,114.34437765320145
467,pretrain,134.88507105345266
468,pretrain,129.1551714034701
469,pretrain,111.69049282328352
470,pretrain,119.4715779659992
471,pretrain,109.14248164544588
472,pretrain,104.53231373989094
473,pretrain,101.77794385730282
474,pretrain,98.26059338001484
475,pretrain,83.60504235537152
476,pretrain,88.31803670608659
477,pretrain,65.0798355430357
478,pretrain,69.97525104093
479,pretrain,88.00861694717352
480,pretrain,67.96427758504126
481,pretrain,78.5653583870836
482,pretrain,70.52911516724488
483,pretrain,78.73397331464065
484,pretrain,79.22537408889752
485,pretrain,84.82826477695737
486,pretrain,86.9437804702357
487,pretrain,103.61016473346754
488,pretrain,99.86734213055291
489,pretrain,117.59620462658327
490,pretrain,125.24462158178619
491,pretrain,122.19188821174176
492,pretrain,117.88964977559354
493,pretrain,122.89136158831347
494,pretrain,114.09294110184761
495,pretrain,119.75589973979703
496,pretrain,92.02839097031807
497,pretrain,97.48289491685794
498,pretrain,77.25314368304707
499,pretrain,74.23103878445336
500,pretrain,90.59053748255035
501,pretrain,81.24923640777578
502,pretrain,64.04111187558091
503,pretrain,55.079614685907046
504,pretrain,49.667968030095494
505,pretrain,70.05845988069558
506,pretrain,96.76675671727477
507,pretrain,85.65006946894147
508,pretrain,83.9076204444328
509,pretrain,99.34026905575553
510,pretrain,90.89653190887316
511,pretrain,108.77018318432324
512,pretrain,119.18001851695462
513,pretrain,123.90859695385674
514,pretrain,135.69140981988252
515,pretrain,135.1191353313892
516,pretrain,138.7308068776927
517,pretrain,126.8549952636547
518,pretrain,136.54748411364625
519,pretrain,137.62889774941706
520,pretrain,110.6230025756174
521,pretrain,104.04720484018786
522,pretrain,114.07047342339057
523,pretrain,94.0888754861926
524,pretrain,99.61476986936118
525,pretrain,78.63070960209483
526,pretrain,89.04380122946124
527,pretrain,75.45831047860027
528,pretrain,75.29436587166091
529,pretrain,86.76850466976654
530,pretrain,74.35360935199283
531,pretrain,74.48635508208326
532,pretrain,84.64002162085252
533,pretrain,99.08263553714885
534,pretrain,90.70246270763525
535,pretrain,116.09287385936396
536,pretrain,113.91836474413742
537,pretrain,133.62424000654428
538,pretrain,110.05521495940873
539,pretrain,125.91378387291806
540,pretrain,119.73679007520653
541,pretrain,125.59647434283978
542,pretrain,131.19062460748404
543,pretrain,123.00792571707775
544,pretrain,116.20151473349524
545,pretrain,109.7196276671145
546,pretrain,104.85564121003891
547,pretrain,87.39567559645887
548,pretrain,93.88333241227178
549,pretrain,87.31665961256682
550,pretrain,80.328076672795
551,pretrain,78.70302803841741
552,pretrain,75.43733272748146
553,pretrain,90.36880035418868
554,pretrain,76.38847323905895
555,pretrain,79.39611953873914
556,pretrain,82.03776807815316
557,pretrain,87.04331600331388
558,pretrain,93.11021442020359
559,pretrain,103.72018156824046
560,pretrain,117.50054566779562
561,pretrain,126.95355318459033
562,pretrain,129.45588730296265
563,pretrain,125.91948129024655
564,pretrain,140.2674652331719
565,pretrain,137.95906488809183
566,pretrain,127.76956437516921
567,pretrain,119.05586299929092
568,pretrain,122.45341208765059
569,pretrain,112.33434877397664
570,pretrain,91.48097064569181
571,pretrain,94.75757532006132
572,pretrain,90.16227521760725
573,pretrain,74.65522699351375
574,pretrain,78.60397375017857
575,pretrain,62.44963405027782
576,pretrain,83.58609600677954
577,pretrain,83.90243229848558
578,pretrain,74.8957064187253
579,pretrain,84.59103847379833
580,pretrain,68.61723148028318
581,pretrain,85.8812545714839
582,pretrain,100.54637584546514
583,pretrain,102.08411438834293
584,pretrain,123.61177906772744
585,pretrain,140.08818288826257
586,pretrain,119.46445156478092
587,pretrain,125.1746747626727
588,pretrain,134.78019415316163
589,pretrain,144.76331118335122
590,pretrain,119.09837481989611
591,pretrain,126.10209962073414
592,pretrain,132.46699801318704
593,pretrain,97.44710537432366
594,pretrain,92.64805355191552
595,pretrain,91.74318300191985
596,pretrain,83.73189990383891
597,pretrain,88.18421407311492
598,pretrain,78.84912285171573
599,pretrain,59.7191359408731
600,pretrain,76.84372415669405
601,pretrain,69.12235504597032
602,pretrain,86.93525655548432
603,pretrain,76.48653720639578
604,pretrain,82.62751866866968
605,pretrain,99.2849224668482
606,pretrain,108.82385279218306
607,pretrain,114.06980719805283
608,pretrain,104.2356623944091
609,pretrain,128.23791988851
610,pretrain,120.42673863362553
611,pretrain,133.58042461486573
612,pretrain,121.33056545029508
613,pretrain,135.26879290250415
614,pretrain,122.24841181256174
615,pretrain,113.67256716699981
616,pretrain,123.43100202534676
617,pretrain,112.41816845997721
618,pretrain,97.80862652234438
619,pretrain,106.56530037258047
620,pretrain,84.19522156092965
621,pretrain,81.76409888965864
622,pretrain,78.89098640138323
623,pretrain,68.78533867178662
624,pretrain,69.05287824016683
625,pretrain,61.93617180584475
626,pretrain,65.60799541305788
627,pretrain,84.09304591935734
628,pretrain,70.45909947286793
629,pretrain,65.9934310277634
630,pretrain,105.17128385306255
631,pretrain,119.66652573159148
632,pretrain,102.54163376937274
633,pretrain,95.8809666600427
634,pretrain,113.18260198557968
635,pretrain,116.07400160404688
636,pretrain,117.76439716478933
637,pretrain,109.45668086739745
638,pretrain,120.30296293495904
639,pretrain,115.57172998729287
640,pretrain,93.82854293441295
641,pretrain,104.86547596429456
642,pretrain,108.70526774853452
643,pretrain,86.6713563346958
644,pretrain,76.08518659641936
645,pretrain,72.05587908567044
646,pretrain,73.82315612653606
647,pretrain,52.358417739104794
648,pretrain,66.4282940455017
649,pretrain,62.909459516175964
650,pretrain,83.5130826231518
651,pretrain,71.62790345920683
652,pretrain,91.95626931063944
653,pretrain,76.29512862165917
654,pretrain,96.81124175610562
655,pretrain,101.65648474978117
656,pretrain,98.66079043876502
657,pretrain,112.62422043081558
658,pretrain,125.19600501851592
659,pretrain,115.60283209719533
660,pretrain,105.57746722832516
661,pretrain,118.05266311966857
662,pretrain,108.27646956552302
663,pretrain,108.466324004409
664,pretrain,104.96046626420231
665,pretrain,85.4560649113272
666,pretrain,79.18790170711786
667,pretrain,88.98158888811943
668,pretrain,74.43141885232586
669,pretrain,52.50333059508198
670,pretrain,75.00923481236853
671,pretrain,68.21212915407236
672,pretrain,66.44076694606157
673,pretrain,62.63934906121546
674,pretrain,82.85746659533498
675,pretrain,83.73336708324045
676,pretrain,106.21258379982604
677,pretrain,97.74870297507732
678,pretrain,105.25339066844957
679,pretrain,108.58091345056054
680,pretrain,123.68597247595977
681,pretrain,128.3656505839351
682,pretrain,138.14632772040818
683,pretrain,126.95895697792722
684,pretrain,128.66850575480177
685,pretrain,127.29671495972966
686,pretrain,134.45894142131854
687,pretrain,135.35196449632372
688,pretrain,113.48104159315903
689,pretrain,106.51814706908434
690,pretrain,104.66438332931183
691,pretrain,92.4211021851746
692,pretrain,94.76819476347258
693,pretrain,62.92434377780466
694,pretrain,69.55736304948515
695,pretrain,66.91466007798982
696,pretrain,53.386154018433054
697,pretrain,65.26211977389971
698,pretrain,68.64699107722164
699,pretrain,79.12696144577514
700,pretrain,95.85272925080432
701,pretrain,92.22394555492096
702,pretrain,93.70249235535299
703,pretrain,109.2579371408896
704,pretrain,125.34239108905301
705,pretrain,115.35453502419941
706,pretrain,120.64516515968378
707,pretrain,135.39516858038803
708,pretrain,130.17671319167582
709,pretrain,136.10665443187006
710,pretrain,127.820589896693
711,pretrain,128.77551473783518
712,pretrain,108.66837720519709
713,pretrain,109.61689626429168
714,pretrain,100.26348200261695
715,pretrain,84.45730337161353
716,pretrain,74.4411785345727
717,pretrain,86.22179096412307
718,pretrain,73.16062094624523
719,pretrain,64.79298507567151
720,pretrain,70.97030323827862
721,pretrain,81.78611080378764
722,pretrain,57.51306985715673
723,pretrain,68.55342177884224
724,pretrain,79.35664319850314
725,pretrain,105.66459431435229
726,pretrain,104.00043059701964
727,pretrain,115.64284401043071
728,pretrain,107.61844738065543
729,pretrain,113.9966511670975
730,pretrain,131.3030065809801
731,pretrain,131.1837041698209
732,pretrain,136.1296452845783
733,pretrain,129.21614159490971
734,pretrain,129.94564665883544
735,pretrain,124.21789084850258
736,pretrain,122.96187384634467
737,pretrain,115.96037234229667
738,pretrain,88.78075877853111
739,pretrain,75.9970149378628
740,pretrain,94.75369791487735
741,pretrain,90.02833204416436
742,pretrain,67.59398846402543
743,pretrain,57.88327669262819
744,pretrain,72.31630396528247
745,pretrain,79.99295641935704
746,pretrain,89.92401946316622
747,pretrain,84.44120253844004
748,pretrain,83.5502918245393
749,pretrain,86.61440907147033
750,pretrain,101.6156357305901
751,pretrain,106.89447911921843
752,pretrain,108.40348215139433
753,pretrain,139.12727403972758
754,pretrain,141.78613472733508
755,pretrain,139.59018965434035
756,pretrain,124.15722221475183
757,pretrain,137.34195478027513
758,pretrain,132.62179878674124
759,pretrain,126.27759382645371
760,pretrain,126.52134753357508
761,pretrain,114.3715658931907
762,pretrain,107.44413928765954
763,pretrain,98.85470431112692
764,pretrain,89.25035666124172
765,pretrain,66.04193292391498
766,pretrain,76.21223190297616
767,pretrain,68.09671493775981
768,pretrain,61.06321036641256
769,pretrain,85.77869619326727
770,pretrain,89.15313864108519
771,pretrain,90.9624993943012
772,pretrain,88.34364536237973
773,pretrain,104.34236764207836
774,pretrain,101.39836347234733
775,pretrain,110.68888759579059
776,pretrain,107.55416706383687
777,pretrain,125.69107189911988
778,pretrain,127.76578756846122
779,pretrain,119.85849588152907
780,pretrain,130.89236113299998
781,pretrain,129.6418763053503
782,pretrain,141.663189474223
783,pretrain,129.66884809123644
784,pretrain,116.39350154026445
785,pretrain,111.05680785901701
786,pretrain,101.65563705236632
787,pretrain,91.91405479609273
788,pretrain,77.64252044842645
789,pretrain,78.88031957108088
790,pretrain,69.35238986077948
791,pretrain,62.321638927475504
792,pretrain,68.0559591068629
793,pretrain,68.01630456014365
794,pretrain,53.28983859735814
795,pretrain,70.89282439848482
796,pretrain,85.431795677682
797,pretrain,92.45186028388513
798,pretrain,99.17287933356452
799,pretrain,98.26560446346237
800,pretrain,97.7058219667294
801,pretrain,101.38847706365492
802,pretrain,117.10570973066531
803,pretrain,120.08042217520878
804,pretrain,128.26483348332314
805,pretrain,125.84601910302415
806,pretrain,113.29104124041308
807,pretrain,100.10442065163245
808,pretrain,101.91333181439543
809,pretrain,99.69214836673488
810,pretrain,89.34951862736737
811,pretrain,79.35491750809331
812,pretrain,79.48926311024182
813,pretrain,67.84263956716096
814,pretrain,62.55897001849978
815,pretrain,67.37780995510529
816,pretrain,60.53906422533419
817,pretrain,66.6278426683898
818,pretrain,69.55795114700497
819,pretrain,62.54768976559845
820,pretrain,73.40507587544452
821,pretrain,95.26910616793147
822,pretrain,81.45836876449353
823,pretrain,80.80988349237164
824,pretrain,89.36024364042774
825,pretrain,110.07976753101796
826,pretrain,114.38502899280927
827,pretrain,115.8941153327717
828,pretrain,127.46852349779584
829,pretrain,95.45232671134916
830,pretrain,117.30516176399426
831,pretrain,122.3383935728332
832,pretrain,95.23275874723412
833,pretrain,94.70466698981673
834,pretrain,84.73186952853887
835,pretrain,76.61212227997954
836,pretrain,74.64490882618352
837,pretrain,83.0830040438071
838,pretrain,82.07141236808815
839,pretrain,61.987493756241804
840,pretrain,85.83855685645462
841,pretrain,71.9049121711438
842,pretrain,88.64684124401434
843,pretrain,78.63848251111449
844,pretrain,86.646537752308
845,pretrain,95.7572995720059
846,pretrain,126.02890457887914
847,pretrain,115.1729310957728
848,pretrain,109.93995890432714
849,pretrain,129.56326154174215
850,pretrain,123.68417696079729
851,pretrain,125.65784846940123
852,pretrain,137.86688602307572
853,pretrain,129.82453463478012
854,pretrain,128.80744457356647
855,pretrain,121.92316035445762
856,pretrain,118.29074015678233
857,pretrain,111.76237367650367
858,pretrain,85.10233968229554
859,pretrain,98.16608513973951
860,pretrain,77.74191978529646
861,pretrain,67.84647862386716
862,pretrain,74.15002307953624
863,pretrain,72.29214838178244
864,pretrain,64.8031030211272
865,pretrain,78.0216324103772
866,pretrain,63.632988893205024
867,pretrain,75.88239891192855
868,pretrain,80.67215925824144
869,pretrain,92.2138828219151
870,pretrain,102.58206661488336
871,pretrain,100.05258009379271
872,pretrain,121.14541375735527
873,pretrain,122.06837471997947
874,pretrain,111.19634442474332
875,pretrain,113.66019560320125
876,pretrain,130.25259799427096
877,pretrain,127.56118858408666
878,pretrain,125.50455354264153
879,pretrain,121.34049612106013
880,pretrain,117.15563105378689
881,pretrain,115.69692056956747
882,pretrain,91.46231313036498
883,pretrain,83.21080824142346
884,pretrain,76.6045614746064
885,pretrain,81.44928223945868
886,pretrain,84.32996925334386
887,pretrain,67.92266204311731
888,pretrain,50.0846002925433
889,pretrain,57.48848135626548
890,pretrain,67.45314314991928
891,pretrain,74.4231645102624
892,pretrain,81.83109002778272
893,pretrain,92.64227667659225
894,pretrain,97.60422839924095
895,pretrain,116.25748728324342
896,pretrain,109.69006060036959
897,pretrain,114.41285880561261
898,pretrain,129.9099654675174
899,pretrain,116.79083727508362
900,pretrain,133.21573268838054
901,pretrain,129.89639930430272
902,pretrain,124.89942124000835
903,pretrain,134.01761133861106
904,pretrain,110.12053948346279
905,pretrain,124.34515576308878
906,pretrain,98.29474745199575
907,pretrain,82.11749613298309
908,pretrain,85.65755569377916
909,pretrain,70.27503400767398
910,pretrain,68.10339014977937
911,pretrain,74.29669065727242
912,pretrain,74.28394693300469
913,pretrain,65.88417383309758
914,pretrain,81.75776927064173
915,pretrain,87.88614885237634
916,pretrain,96.32970427631001
917,pretrain,96.31002612773383
918,pretrain,110.74671992048928
919,pretrain,92.55747415308684
920,pretrain,112.29603783477599
921,pretrain,114.1164516088127
922,pretrain,126.77385922635598
923,pretrain,124.24547125890183
924,pretrain,128.51002748820582
925,pretrain,143.87446405410813
926,pretrain,124.46229396597381
927,pretrain,124.36283219692183
928,pretrain,112.9811355844098
929,pretrain,108.20956788053398
930,pretrain,99.88742366729225
931,pretrain,95.66131139851333
